,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17,0.02711520195007324,6.786275673508607e-05,0.006433439254760742,6.709259793126854e-05,0.0003678379771828634,{'var_smoothing': 0.0003678379771828634},0.698975150583752,0.6890032993420689,0.6894511665218264,0.6881346732459577,0.6907821556771478,0.6912692890741505,0.003946737792738694,86
13,0.026144790649414062,0.00020500817163086494,0.006184911727905274,9.301058049551035e-05,0.002364489412645407,{'var_smoothing': 0.002364489412645407},0.6989401666093711,0.6889341115920018,0.6892643049890351,0.6882174785526456,0.6907296880943725,0.6912171499674853,0.003947315580476896,87
12,0.026868009567260744,0.00048040823306538084,0.006280660629272461,9.515894512146166e-05,0.0037649358067924675,{'var_smoothing': 0.0037649358067924675},0.698821623692512,0.6886468903927967,0.68902806284372,0.6881658286539549,0.6905610109291995,0.6910446833024366,0.003970358013946279,88
11,0.026400232315063478,0.0005751726855840716,0.006172561645507812,8.680146960497216e-05,0.005994842503189409,{'var_smoothing': 0.005994842503189409},0.6985837576600988,0.6886620417839024,0.6889255194750612,0.6876933443633249,0.6906939328586792,0.6909117192282133,0.0039565535365237185,89
10,0.026419353485107423,0.0003015058884817794,0.00627431869506836,8.908469291158129e-05,0.009545484566618337,{'var_smoothing': 0.009545484566618337},0.6981779935440349,0.6885419384696536,0.6887713262077118,0.6874707888502027,0.6905069896520714,0.6906938073447348,0.003866840196075706,90
9,0.02642168998718262,6.842997005213556e-05,0.006193017959594727,6.699597708176294e-05,0.01519911082952934,{'var_smoothing': 0.01519911082952934},0.6979894826784137,0.6882022413088771,0.6878757382389753,0.6867430807810089,0.6901999526271837,0.6902020991268917,0.004050173857409852,91
8,0.026747941970825195,0.00020006487030542068,0.006244850158691406,6.022255094623471e-05,0.02420128264794382,{'var_smoothing': 0.02420128264794382},0.6973442921325466,0.6878267799750244,0.6871974107823052,0.685693299544923,0.6900258375317758,0.689617523993315,0.004106894579548875,92
7,0.02683229446411133,0.0003282034308600599,0.006276559829711914,7.26339608871339e-05,0.03853528593710529,{'var_smoothing': 0.03853528593710529},0.69570218328371,0.6866382300116539,0.685976723931788,0.6847741913706045,0.6891587477342407,0.6884500152663995,0.0038989142029634267,93
6,0.026514530181884766,0.0003711491051557472,0.006199026107788086,9.255267981856967e-05,0.06135907273413173,{'var_smoothing': 0.06135907273413173},0.6946274950450291,0.6850765593105157,0.6845661498335904,0.6832458744141106,0.6874603233748641,0.686995280395622,0.004052337017850007,94
5,0.02659306526184082,0.0001253146377557215,0.006234884262084961,9.878104983705739e-05,0.09770099572992251,{'var_smoothing': 0.09770099572992251},0.6920793762398574,0.6836606135136682,0.6825790352186594,0.6807999621407425,0.6866134518694942,0.6851464877964843,0.0039473749798947105,95
4,0.026082229614257813,0.00015292550526159799,0.00610504150390625,6.083115370259675e-05,0.1555676143930472,{'var_smoothing': 0.1555676143930472},0.6891853186843497,0.679826794808932,0.6805243857018708,0.6769502836276771,0.6827447731965621,0.6818463112038783,0.004110116404189803,96
3,0.025924825668334962,9.68069391815176e-05,0.006075286865234375,6.192288191852178e-05,0.24770763559917108,{'var_smoothing': 0.24770763559917108},0.6839204027916603,0.6738273404211311,0.6753294696214915,0.6714059211160198,0.6766389908217465,0.6762244249544099,0.004222910803651757,97
2,0.025977945327758788,0.00010010169220266068,0.006046438217163086,5.05493719748482e-05,0.39442060594376555,{'var_smoothing': 0.39442060594376555},0.6764700186326309,0.665142952125414,0.6661754528856952,0.6612438685542463,0.6681561911909799,0.6674376966777933,0.0050462202297705296,98
